specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,baseline_temp,correction,s_tensor,aniso_type,NLT_beta
hw128a8,hw128a,hw128,6.18e-07,4.840477271117144e-07,-2.901975019479821e-07,-5.322598703019282e-07,1.2003682905394265e-07,1.6072753757889865e-08,-1.5154602511533683e-08,-4.835433866070059e-07,3.963078975200158e-09,6.045926839888257e-09,2e-05,IZ,548.0,,1,,,
hw128a8,hw128a,hw128,5.23e-07,5.280430796766225e-07,-2.4723334641302733e-07,-4.478624344184021e-07,1.0873781429768813e-07,2.3117436265862676e-08,-1.7816030356220793e-08,-5.2723587434583e-07,3.3538678058732738e-09,5.425329801226108e-09,2e-05,ZI,573.0,,1,,,
hw128a8,hw128a,hw128,4.220000000000001e-07,5.729764295085421e-07,-2.107296674306031e-07,-3.5774798454478706e-07,7.545453477909955e-08,1.4816644647795193e-08,-1.2267327037421742e-08,-5.726534453760801e-07,2.706180141641533e-09,4.969710961424152e-09,2e-05,IZ,598.0,,1,,,
hw128a8,hw128a,hw128,3.310000000000001e-07,6.208849558585873e-07,-1.5933923493781614e-07,-2.8278158622510973e-07,6.485817374427339e-08,3.267794195575685e-08,-1.853372292606936e-08,-6.19747353068616e-07,2.122619968917885e-09,4.643366226258501e-09,2e-05,ZI,623.0,,1,,,
hw128a8,hw128a,hw128,2.42e-07,6.677836556618632e-07,-1.1561337668686295e-07,-2.1029995148876597e-07,3.1168534371770195e-08,2.999877885715539e-08,-2.4924222824047917e-08,-6.666437333034929e-07,1.5518852944958553e-09,4.646712726758728e-09,2e-05,IZ,648.0,,1,,,
hw128a8,hw128a,hw128,1.65e-07,7.249338300858207e-07,-7.587613688049166e-08,-1.4452274392720392e-07,2.4103699712797917e-08,3.3200209367587685e-08,-1.931266510823324e-08,-7.239156201293512e-07,1.0581036098835376e-09,4.736869087868228e-09,2e-05,ZI,673.0,,1,,,
hw128a8,hw128a,hw128,9.73e-08,7.779604399773355e-07,-3.97109491651748e-08,-8.877493874563785e-08,3.056266858301883e-09,2.4456756468036972e-08,-2.8675839115987537e-08,-7.77046980229501e-07,6.239604923737468e-10,5.05980249108511e-09,2e-05,IZ,698.0,,1,,,
hw128a8,hw128a,hw128,4.97e-08,8.420318945341568e-07,-2.4091368335229378e-08,-4.3461978966587646e-08,8.673845999329906e-10,4.437643897518826e-08,-3.171783508107479e-08,-8.402633051695358e-07,3.1871363279522317e-10,5.415334442259328e-09,2e-05,ZI,723.0,,1,,,
hw128a8,hw128a,hw128,2.6e-08,8.611655616915037e-07,-8.354023902690459e-09,-2.0168397806264335e-08,-1.4122535698717438e-08,3.159666201489647e-08,-3.303189886162407e-08,-8.599515505251182e-07,1.667314779210423e-10,5.620042037011185e-09,2e-05,IZ,748.0,,1,,,
hw128a8,hw128a,hw128,1.21e-08,8.902964468536991e-07,-4.713418945100827e-09,-9.706903200613533e-09,-5.474459982672571e-09,3.27543772863013e-08,-3.1709419196365875e-08,-8.891284647243824e-07,7.759426472479276e-11,5.7463471497281475e-09,2e-05,ZI,773.0,,1,,,
hw128a8,hw128a,hw128,1.36e-06,4.9213368119520826e-08,-6.4400449356586e-07,-1.1714398250149625e-06,2.501738368332994e-07,-9.845652485581168e-09,4.6249996233215616e-09,-4.799612596121601e-08,8.721338845100673e-09,1.5390597961942372e-08,2e-05,P,373.0,473.0,1,,,
hw128a8,hw128a,hw128,9.08e-07,3.0972294065835664e-07,-4.1055653556626346e-07,-7.88671766933993e-07,1.8413086418371333e-07,2.6722923175793233e-08,-1.4336803177670436e-08,-3.0823471806667935e-07,5.8227762289348614e-09,9.15740578735571e-09,2e-05,P,473.0,523.0,1,,,
hw128a8,hw128a,hw128,7.1e-07,4.164221477607075e-07,-3.3906043654254055e-07,-6.066772176023624e-07,1.4519219680767113e-07,2.4973443713491672e-08,-2.021583350969983e-08,-4.151807465794117e-07,4.5530518970746165e-09,6.434124981312018e-09,2e-05,P,523.0,573.0,1,,,
hw128a8,hw128a,hw128,5.23e-07,4.982098633270416e-07,-2.4723334641302733e-07,-4.478624344184021e-07,1.0873781429768813e-07,1.2679355842966954e-08,-1.0091424795112093e-08,-4.979462470963723e-07,3.3538678058732738e-09,3.4821227888894598e-09,2e-05,P,573.0,623.0,1,,,
hw128a8,hw128a,hw128,3.310000000000001e-07,6.184190201482026e-07,-1.5933923493781614e-07,-2.8278158622510973e-07,6.485817374427339e-08,2.340483492822409e-08,-1.5069627618063334e-08,-6.177922017203669e-07,2.122619968917885e-09,5.275554968065801e-09,2e-05,P,623.0,673.0,1,,,
hw128a8,hw128a,hw128,1.65e-07,7.544951432756771e-07,-7.587613688049166e-08,-1.4452274392720392e-07,2.4103699712797917e-08,3.498801358027011e-08,-3.215550046044833e-08,-7.529972004744968e-07,1.0581036098835376e-09,3.2320255720078965e-09,2e-05,P,673.0,723.0,1,,,
hw128a8,hw128a,hw128,4.97e-08,8.632847399601614e-07,-2.4091368335229378e-08,-4.3461978966587646e-08,8.673845999329906e-10,3.693979444331993e-08,-3.4324855140117105e-08,-8.618107670214956e-07,3.1871363279522317e-10,5.5726790120532994e-09,2e-05,P,723.0,773.0,1,,,
hw128a9,hw128a,hw128,3.73e-07,0.0,7.59226122996894e-08,6.932687182123074e-08,3.5855061258499297e-07,0.0,0.0,0.0,3.189273911002502e-09,0.0,2e-05,ZI,273.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,3.44e-07,2.084948542056526e-08,7.219353836947087e-08,6.05775714192058e-08,3.308390104849287e-07,3.621476364227445e-09,3.2645990600723022e-09,-2.0271367596259517e-08,1.4706571385856041e-09,2.026140092290741e-09,2e-05,ZI,373.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,3.09e-07,4.3223757570382625e-08,6.702672888487208e-08,5.7448854717098524e-08,2.9612167550972613e-07,1.4203552784516047e-09,-1.2257859282617885e-09,-4.318302048542065e-08,1.3210263250667198e-09,1.7486683633682276e-09,2e-05,IZ,423.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.760000000000001e-07,6.304060231901629e-08,5.951793777311795e-08,5.10130423649674e-08,2.646342468236214e-07,-1.6605786971833655e-09,-4.494531341767761e-09,-6.285824693031686e-08,1.1799458437489152e-09,1.495703382345168e-09,2e-05,ZI,473.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.6e-07,7.256407293141877e-08,5.548628010757873e-08,4.8063723551855465e-08,2.4942163338041495e-07,-2.0013676842699792e-09,-4.442493393138302e-09,-7.240030013916065e-08,1.1115431861402822e-09,1.3767096955832414e-09,2e-05,IZ,498.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.46e-07,8.125543830279089e-08,5.209643260207854e-08,4.143937362195808e-08,2.3682216962091378e-07,3.5329942304758016e-09,-1.7592890912134464e-09,-8.115952875318842e-08,1.0516908607327286e-09,1.2783818961714455e-09,2e-05,ZI,523.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.33e-07,9.014144036332988e-08,4.634570587628865e-08,4.1583623614592064e-08,2.2452589559760916e-07,9.665666786851273e-10,-6.189521687186539e-09,-8.992349437669368e-08,9.961137014257144e-10,1.1777908029944436e-09,2e-05,IZ,548.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.19e-07,9.969304706435443e-08,4.2537724175311506e-08,3.91154425184868e-08,2.1123807464225776e-07,1.9049395181494327e-10,-2.3633769426681333e-09,-9.966484733574208e-08,9.362613760181607e-10,1.0780371956817905e-09,2e-05,ZI,573.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.01e-07,1.0846481014399266e-07,3.953087205240197e-08,3.4851151773727954e-08,1.9396831538893462e-07,2.1695156893253385e-09,-6.7238850863014996e-09,-1.0823445666973322e-07,8.59308386208449e-10,9.586421067290948e-10,2e-05,IZ,598.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.84e-07,1.2301882354466306e-07,3.375465500238323e-08,3.180877774525054e-08,1.7805848736868272e-07,9.206774436302017e-10,-3.729247184740214e-09,-1.229588387013835e-07,7.866305624992766e-10,8.430082297198585e-10,2e-05,ZI,623.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.48e-07,1.351691556610739e-07,2.5492012827725435e-08,2.5850456706911387e-08,1.4347791178448055e-07,-7.458022303218396e-11,-3.2838040516102115e-09,-1.351292407692302e-07,6.327245828798529e-10,6.50176728386065e-10,2e-05,IZ,648.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.14e-07,1.6450924823384307e-07,1.2206276868086604e-08,1.894043415546587e-08,1.117509139068763e-07,3.2400802838364722e-09,-2.6063694419062662e-09,-1.6445668570341186e-07,4.873689354615083e-10,5.454698148803232e-10,2e-05,ZI,673.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,5.5e-08,2.0432626347019935e-07,4.6948331963636435e-09,9.174508507399268e-09,5.402579879007788e-08,-1.1769623870189603e-09,-1.2308817067625333e-08,-2.0395178284493763e-07,2.351341355296751e-10,6.830238490736207e-10,2e-05,IZ,698.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.57e-08,2.5127944110841354e-07,2.4727624868851478e-09,3.2577442681507755e-09,1.5157920304803837e-08,-2.8635818834741832e-09,-1.0248061298031924e-08,-2.510540472929785e-07,6.712010777847089e-11,1.0111693318206525e-09,2e-05,ZI,723.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,3.3600000000000012e-09,2.4979427203998853e-07,1.4269895008333076e-09,1.3306892372871106e-09,2.7354281416772335e-09,-1.5307916133302637e-09,-1.1242698481272545e-08,-2.4953644373494535e-07,1.4364558097812882e-11,1.0560637245712892e-09,2e-05,IZ,748.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.97e-09,2.4854142247549105e-07,9.5819477095441e-10,8.358865750509249e-10,1.504678176410245e-09,-6.197756082403809e-10,-1.1604558941255486e-08,-2.482695889071291e-07,8.422077218062908e-12,1.0559996123156036e-09,2e-05,ZI,773.0,,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,3.44e-07,2.2548535987642113e-08,7.219353836947087e-08,6.05775714192058e-08,3.308390104849287e-07,-4.1258507870963616e-10,-2.6358717346452585e-09,-2.23901413335717e-08,1.4706571385856041e-09,1.628838284305567e-09,2e-05,P,373.0,473.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.760000000000001e-07,6.241187657373883e-08,5.951793777311795e-08,5.10130423649674e-08,2.646342468236214e-07,-1.176811994091552e-09,-1.7995304984050633e-09,-6.237482778310079e-08,1.1799458437489152e-09,1.1927713420505334e-09,2e-05,P,473.0,523.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.46e-07,8.096448765031787e-08,5.209643260207854e-08,4.143937362195808e-08,2.3682216962091378e-07,2.6731131303884773e-09,-1.4471929823609648e-09,-8.090740608338908e-08,1.0516908607327286e-09,9.170231285657326e-10,2e-05,P,523.0,573.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,2.19e-07,9.818698140993913e-08,4.2537724175311506e-08,3.91154425184868e-08,2.1123807464225776e-07,-5.385002908770378e-10,-4.134120984451776e-09,-9.809843209510728e-08,9.362613760181607e-10,5.829188978085671e-10,2e-05,P,573.0,623.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.84e-07,1.2138086418278632e-07,3.375465500238323e-08,3.180877774525054e-08,1.7805848736868272e-07,9.996607733629244e-10,-3.5871152255953757e-09,-1.213237300467494e-07,7.866305624992766e-10,1.4364558097812874e-10,2e-05,P,623.0,673.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.14e-07,1.7019516261115362e-07,1.2206276868086604e-08,1.894043415546587e-08,1.117509139068763e-07,2.5016182280254757e-09,-6.992614954996182e-09,-1.7003305154754295e-07,4.873689354615083e-10,6.626507455836297e-10,2e-05,P,673.0,723.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw128a9,hw128a,hw128,1.57e-08,2.4049774603734954e-07,2.4727624868851478e-09,3.2577442681507755e-09,1.5157920304803837e-08,4.083422733209355e-09,-3.781969975379438e-09,-2.4043333423411304e-07,6.712010777847089e-11,1.5326470470434273e-09,2e-05,P,723.0,773.0,1,0.324702 : 0.333389 : 0.341909 : -0.000914 : 0.015008 : 0.001652,:DA-AC-ATRM,
hw201a1,hw201a,hw201,1.38e-09,0.0,-3.422125172646701e-10,-2.731846634793864e-10,1.308686644184555e-09,0.0,0.0,0.0,1.4749323046861437e-11,0.0,2e-05,ZI,273.0,,1,,,
hw201a1,hw201a,hw201,1.21e-09,9.512288530199277e-11,-3.354785530366406e-10,-2.621045714887987e-10,1.1326320382441576e-09,1.2202491051584344e-11,-5.332645395897387e-12,-9.418612112935584e-11,1.0345901963305702e-11,1.4097680283140205e-11,2e-05,ZI,373.0,,1,,,
hw201a1,hw201a,hw201,1e-09,1.409276429154845e-10,-2.7723306931597417e-10,-2.5672063699913704e-10,9.258705848099948e-10,-2.1181543883324408e-11,3.671040944771611e-11,-1.3440345447425874e-10,8.550332201079094e-12,1.1355781145587833e-11,2e-05,IZ,423.0,,1,,,
hw201a1,hw201a,hw201,8.989999999999997e-10,2.5689517175882975e-10,-2.513994431129788e-10,-2.45330440774923e-10,8.275338632537436e-10,-1.9893221859274395e-12,2.339351200525197e-12,-2.568768173779016e-10,7.686748648770102e-12,9.586676542343015e-12,2e-05,ZI,473.0,,1,,,
hw201a1,hw201a,hw201,8.690000000000001e-10,2.685421643814164e-10,-2.5900013004748926e-10,-2.5451871894427554e-10,7.894936062707213e-10,1.2841656161648692e-11,2.6573472821116922e-11,-2.669154106826862e-10,7.430238682737734e-12,9.132467290639701e-12,2e-05,IZ,498.0,,1,,,
hw201a1,hw201a,hw201,8.47e-10,3.210517232116228e-10,-2.4739877286918426e-10,-2.397460898412542e-10,7.737730026232829e-10,2.4616504392947942e-11,8.241059616029994e-12,-3.2000050253871396e-10,7.242131374313992e-12,8.663073207978056e-12,2e-05,ZI,523.0,,1,,,
hw201a1,hw201a,hw201,7.84e-10,3.26000893154546e-10,-2.2723405838428524e-10,-2.411349253021272e-10,7.105453050367335e-10,1.1703291278571864e-11,-7.715046322042169e-13,-3.257898403747623e-10,6.703460445646009e-12,7.964509379077676e-12,2e-05,IZ,548.0,,1,,,
hw201a1,hw201a,hw201,7.290000000000001e-10,3.307124464985529e-10,-2.1476155739687348e-10,-2.335514391200077e-10,6.563323843521991e-10,1.1206020614486504e-11,5.085713053891179e-12,-3.304834078948282e-10,6.233192174586659e-12,7.311658989078153e-12,2e-05,ZI,573.0,,1,,,
hw201a1,hw201a,hw201,6.93e-10,3.510452618200063e-10,-1.9779279484677336e-10,-2.2914515830727748e-10,6.2339354081594e-10,-1.6861661666367344e-11,9.180564192225856e-12,-3.505198674158687e-10,5.925380215347812e-12,6.8890955644921216e-12,2e-05,IZ,598.0,,1,,,
hw201a1,hw201a,hw201,6.62e-10,3.0771070861364077e-10,-1.9391037620877924e-10,-2.1310472094354407e-10,5.960110266682521e-10,-7.597414573235358e-11,-5.303756711469699e-11,-2.9342942226419976e-10,5.66031991711436e-12,7.016843548257319e-12,2e-05,ZI,623.0,,1,,,
hw201a1,hw201a,hw201,7.22e-10,3.9322643574018627e-10,-2.5023762670977284e-10,-2.721313746670267e-10,6.201690455839397e-10,1.3491258757733083e-11,3.59533198054123e-12,-3.929784845128451e-10,6.173339849179105e-12,7.1591355061739666e-12,2e-05,IZ,648.0,,1,,,
hw201a1,hw201a,hw201,7.099999999999998e-10,4.843398205629945e-10,-2.47484175449301e-10,-2.5897739631767736e-10,6.130108409308077e-10,5.4514266512147967e-11,5.420270317538976e-11,-4.782000873045892e-10,6.070735862766155e-12,6.631023801969595e-12,2e-05,ZI,673.0,,1,,,
hw201a1,hw201a,hw201,5.170000000000001e-10,3.411000062279062e-10,-1.754750353360489e-10,-1.6420663381259373e-10,4.5774850451503306e-10,-4.832421553360029e-11,-6.037519045815702e-11,-3.3221803204955786e-10,4.420521747957892e-12,5.295479665698007e-12,2e-05,IZ,698.0,,1,,,
hw201a1,hw201a,hw201,4.89e-10,5.056793721393673e-10,-1.7312937731222475e-10,-1.597591912548225e-10,4.285139665414493e-10,-4.1312480280334075e-13,-4.35179493967439e-12,-5.056604776092009e-10,4.181112446327676e-12,4.6997435870685526e-12,2e-05,ZI,723.0,,1,,,
hw201a1,hw201a,hw201,3.52e-10,5.180161891707069e-10,-1.3741667672389455e-10,-1.2994849136023417e-10,2.968737889261358e-10,1.1998770583156764e-11,-1.2938505995116162e-12,-5.178755909463782e-10,3.0097169347798413e-12,3.877931507908595e-12,2e-05,IZ,748.0,,1,,,
hw201a1,hw201a,hw201,2.81e-10,6.158671552068555e-10,-1.1532803090443388e-10,-1.0060705368288954e-10,2.3566642959266415e-10,2.2133721298846178e-11,-2.3968351159296546e-11,-6.150024141308348e-10,2.4026433485032254e-12,4.2499623814784236e-12,2e-05,ZI,773.0,,1,,,
hw201a1,hw201a,hw201,1.21e-09,1.0598500518174906e-10,-3.354785530366406e-10,-2.621045714887987e-10,1.1326320382441576e-09,5.390344459144298e-13,2.1821969622905602e-11,-1.0371273984915488e-10,1.0345901963305702e-11,3.752740803053613e-11,2e-05,P,373.0,473.0,1,,,
hw201a1,hw201a,hw201,8.989999999999997e-10,2.688496571811556e-10,-2.513994431129788e-10,-2.45330440774923e-10,8.275338632537436e-10,-4.235794700368801e-12,2.6176691159637667e-12,-2.688035416769663e-10,7.686748648770102e-12,9.157405787355708e-12,2e-05,P,473.0,523.0,1,,,
hw201a1,hw201a,hw201,8.47e-10,2.8336619564405775e-10,-2.4739877286918426e-10,-2.397460898412542e-10,7.737730026232829e-10,-4.454817303764204e-12,-7.08287199798777e-13,-2.8333029094295425e-10,7.242131374313992e-12,5.258454303663642e-12,2e-05,P,523.0,573.0,1,,,
hw201a1,hw201a,hw201,7.290000000000001e-10,3.006157264679647e-10,-2.1476155739687348e-10,-2.335514391200077e-10,6.563323843521991e-10,-1.1831162568415005e-11,2.5236879531458018e-11,-2.9932079530773764e-10,6.233192174586659e-12,1.2179948220437167e-11,2e-05,P,573.0,623.0,1,,,
hw201a1,hw201a,hw201,6.62e-10,4.493455904955229e-10,-1.9391037620877924e-10,-2.1310472094354407e-10,5.960110266682521e-10,6.649766444302876e-11,5.223817027084882e-11,-4.4131699931924934e-10,5.66031991711436e-12,7.61834599116147e-12,2e-05,P,623.0,673.0,1,,,
hw201a1,hw201a,hw201,7.099999999999998e-10,3.9499462911164353e-10,-2.47484175449301e-10,-2.5897739631767736e-10,6.130108409308077e-10,9.247799723047467e-12,-2.4151459550184187e-12,-3.948789717082225e-10,6.070735862766155e-12,6.972795909980001e-12,2e-05,P,673.0,723.0,1,,,
hw201a1,hw201a,hw201,4.89e-10,4.5823962205769374e-10,-1.7312937731222475e-10,-1.597591912548225e-10,4.285139665414493e-10,4.478515736364054e-12,1.1481755265890395e-11,-4.5807386240255114e-10,4.181112446327676e-12,1.9751267384492707e-11,2e-05,P,723.0,773.0,1,,,
hw201a10,hw201a,hw201,2.18e-09,0.0,6.359952888855583e-10,-1.4217852758564523e-09,-1.5252660823191367e-09,0.0,0.0,0.0,1.8639724198352423e-11,0.0,2e-05,ZI,273.0,,1,,,
hw201a10,hw201a,hw201,1.7300000000000002e-09,2.940188610303982e-10,5.193966963040193e-10,-1.019373412690937e-09,-1.2976921504606953e-09,-3.709668820350063e-12,-1.5133823971986698e-12,-2.9399156224724506e-10,7.396037353933417e-12,1.1176514006251485e-11,2e-05,ZI,373.0,,1,,,
hw201a10,hw201a,hw201,1.06e-09,7.427741067646853e-10,3.1349668796942177e-10,-5.156114705458382e-10,-8.714726834925817e-10,9.505548517785164e-11,-2.592766769480084e-10,-6.895313141609143e-10,4.53167606657192e-12,8.89368137818397e-12,2e-05,IZ,423.0,,1,,,
hw201a10,hw201a,hw201,7.13e-10,9.639367448548308e-10,1.6375082321352473e-10,-2.1968858312256832e-10,-6.582488848015554e-10,4.004243964717524e-11,-9.04396084467001e-12,-9.630622294954099e-10,3.0481934296846967e-12,7.684447846588056e-12,2e-05,ZI,473.0,,1,,,
hw201a10,hw201a,hw201,6.149999999999998e-10,1.035020095117091e-09,1.2595613884377303e-10,-1.4904896240413574e-10,-5.832190479518124e-10,2.259173068677263e-11,1.7161992287340846e-11,-1.0346311792235424e-09,2.6292271518318206e-12,7.448027710327616e-12,2e-05,IZ,498.0,,1,,,
hw201a10,hw201a,hw201,5.55e-10,1.0675679281077236e-09,1.1230072945068973e-10,-1.0111603097499857e-10,-5.340309864087534e-10,2.8519027912264054e-11,8.96616388236793e-12,-1.0671492651341665e-09,2.3727171857994487e-12,7.280502432767652e-12,2e-05,ZI,523.0,,1,,,
hw201a10,hw201a,hw201,5.609999999999998e-10,1.113102080041798e-09,1.3559680088417596e-10,-5.4509564455617875e-11,-5.416301459232451e-10,-1.114325817212389e-11,7.234098420293975e-12,-1.1130227923141252e-09,2.398368182402685e-12,7.491087748532705e-12,2e-05,IZ,548.0,,1,,,
hw201a10,hw201a,hw201,5.34e-10,1.123858596640498e-09,1.1893730002374375e-10,-4.025805499443982e-11,-5.190271743089437e-10,2.9096295477203202e-11,-1.538411547841393e-11,-1.1233765529969012e-09,2.282938697688118e-12,7.414247407495973e-12,2e-05,ZI,573.0,,1,,,
hw201a10,hw201a,hw201,5.33e-10,1.1237360805270925e-09,1.0244777506930148e-10,-2.8218818669899208e-11,-5.222998675629021e-10,2.374839772589358e-11,3.8150672863615106e-11,-1.1228371736115163e-09,2.2786635315875787e-12,7.412932146751784e-12,2e-05,IZ,598.0,,1,,,
hw201a10,hw201a,hw201,5.09e-10,1.1214115485586463e-09,1.0680162602808501e-10,-2.702496607094858e-11,-4.969346676240461e-10,-3.609437548986442e-11,-7.859626376654941e-11,-1.1180714130236211e-09,2.1760595451746294e-12,7.259580740885792e-12,2e-05,ZI,623.0,,1,,,
hw201a10,hw201a,hw201,4.68e-10,1.1720349104027175e-09,6.642866624704743e-11,-7.000120824006091e-11,-4.5794220502763235e-10,-2.1677850626326658e-11,3.970262826167847e-11,-1.1711616469574316e-09,2.000777735052508e-12,7.250061579252979e-12,2e-05,IZ,648.0,,1,,,
hw201a10,hw201a,hw201,4.12e-10,1.3142169713105835e-09,2.3565558501668324e-11,-6.302894928495215e-11,-4.064677305820714e-10,6.33901575217836e-11,5.968844763022493e-11,-1.3113295637747287e-09,1.7613684334222933e-12,7.561298118714565e-12,2e-05,ZI,673.0,,1,,,
hw201a10,hw201a,hw201,4.73e-10,1.211529663950253e-09,4.9025725238200834e-11,3.8857311010549274e-11,-4.688449505389792e-10,1.633977160305543e-11,-6.48694014647064e-11,-1.209681404027103e-09,2.0221535655552056e-12,7.461517096344953e-12,2e-05,IZ,698.0,,1,,,
hw201a10,hw201a,hw201,4e-10,1.3020177669514906e-09,5.48937654668868e-11,-1.2774179375246674e-11,-3.9600946308662304e-10,3.149591908762498e-11,-1.866909435024206e-11,-1.3015028764679368e-09,1.7100664402158187e-12,7.466256613656382e-12,2e-05,ZI,723.0,,1,,,
hw201a10,hw201a,hw201,2.67e-10,1.4262321688000365e-09,4.6297846839808534e-11,-1.6394927434157905e-11,-2.62443738222931e-10,7.82037387596277e-12,-6.444590550881144e-11,-1.4247539318547765e-09,1.141469348844059e-12,7.314644286191881e-12,2e-05,IZ,748.0,,1,,,
hw201a10,hw201a,hw201,1.72e-10,1.521280260980028e-09,2.499974309107326e-11,-6.65107386164431e-11,-1.5663758965866245e-10,9.028379060313554e-12,-1.1376555621219453e-11,-1.5212109304107706e-09,7.353285692928021e-13,7.219822743058072e-12,2e-05,ZI,773.0,,1,,,
hw201a10,hw201a,hw201,1.7300000000000002e-09,3.826296709073543e-10,5.193966963040193e-10,-1.019373412690937e-09,-1.2976921504606953e-09,3.567061782667855e-11,3.5776373997210852e-12,-3.809465482100729e-10,7.396037353933417e-12,4.6171793885827115e-12,2e-05,P,373.0,473.0,1,,,
hw201a10,hw201a,hw201,7.13e-10,9.381300705477311e-10,1.6375082321352473e-10,-2.1968858312256832e-10,-6.582488848015554e-10,1.2875431218942042e-12,-8.742826514588508e-14,-9.381291829246646e-10,3.0481934296846967e-12,1.265449165759706e-11,2e-05,P,473.0,523.0,1,,,
hw201a10,hw201a,hw201,5.55e-10,1.0532951458303624e-09,1.1230072945068973e-10,-1.0111603097499857e-10,-5.340309864087534e-10,3.815879155158425e-11,-9.553331145481676e-13,-1.0526032767361916e-09,2.3727171857994487e-12,1.3509524877704966e-11,2e-05,P,523.0,573.0,1,,,
hw201a10,hw201a,hw201,5.34e-10,1.1070988606950579e-09,1.1893730002374375e-10,-4.025805499443982e-11,-5.190271743089437e-10,3.005367744526161e-11,-2.3599347885190633e-11,-1.1064392141476661e-09,2.282938697688118e-12,6.883017421868671e-12,2e-05,P,573.0,623.0,1,,,
hw201a10,hw201a,hw201,5.09e-10,1.2235080096253286e-09,1.0680162602808501e-10,-2.702496607094858e-11,-4.969346676240461e-10,5.94196254460698e-11,4.3259089822189474e-11,-1.2212984110678838e-09,2.1760595451746294e-12,6.968520743879461e-12,2e-05,P,623.0,673.0,1,,,
hw201a10,hw201a,hw201,4.12e-10,1.1827021230326426e-09,2.3565558501668324e-11,-6.302894928495215e-11,-4.064677305820714e-10,1.1220999370934065e-11,1.0234306306023336e-11,-1.182604608469573e-09,1.7613684334222933e-12,6.754762438852483e-12,2e-05,P,673.0,723.0,1,,,
hw201a10,hw201a,hw201,4e-10,1.3101934748883522e-09,5.48937654668868e-11,-1.2774179375246674e-11,-3.9600946308662304e-10,3.346761766749652e-11,-2.08267621584585e-11,-1.309600361249825e-09,1.7100664402158187e-12,9.426741251689698e-12,2e-05,P,723.0,773.0,1,,,
