specimen,sample,site,NRM,PTRM,NRM_x,NRM_y,NRM_z,PTRM_x,PTRM_y,PTRM_z,NRM_sigma,PTRM_sigma,B_lab,steptype,temp_step,baseline_temp,correction,s_tensor,aniso_type,NLT_beta
rs26b,rs26,rs26,2.99e-08,3.843614027490075e-09,4.848077139477553e-09,5.866817976197297e-10,-2.949850763204839e-08,5.618742915395022e-11,-1.5761424493261063e-10,-3.8399699888043225e-09,,,4e-05,IZ,765.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,2.85e-08,4.470142398927391e-09,4.644010728343681e-09,3.1659688965879076e-10,-2.8117306605798627e-08,-9.934535051389763e-11,2.414178532086665e-10,-4.462512855799042e-09,,,4e-05,ZI,772.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,2.62e-08,6.244686080691596e-09,4.112854542317035e-09,5.049950390359138e-10,-2.5870241736873877e-08,2.1772303615638666e-10,-2.0217155509921621e-10,-6.237613933886817e-09,,,4e-05,IZ,779.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,2.16e-08,8.879242090640945e-09,3.3703418797956627e-09,5.579564800452566e-10,-2.1328138225819687e-08,5.402016748125979e-11,-2.1615970825250132e-10,-8.876446186748573e-09,,,4e-05,ZI,786.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,1.43e-08,1.4988730520125332e-08,2.187697458861745e-09,0.0,-1.4131665854685706e-08,-1.606477127763565e-11,2.7819256326629483e-10,-1.4986140044247675e-08,,,4e-05,IZ,793.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,4.220000000000001e-09,2.1236017106703157e-08,6.81305138283216e-10,-1.0425433624892991e-10,-4.163334521981411e-09,-2.052198404770768e-10,5.023234327799752e-10,-2.122908331846064e-08,,,4e-05,ZI,800.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,1.0399999999999999e-10,2.441430830887181e-08,4.11487247456534e-12,-5.7405431215043505e-11,-8.662380903385033e-11,1.0002010073221258e-10,4.2787739721267386e-10,-2.4410353686766834e-08,,,4e-05,IZ,807.0,,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,3.35e-08,1.1214421831320807e-09,5.562867959682145e-09,5.160516579134219e-10,-3.303086724186192e-08,2.2637109365191278e-12,1.276008803852075e-10,-1.1141568386209201e-09,,,4e-05,P,688.0,702.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,3.33e-08,1.1122217490496223e-09,5.607927799564831e-09,1.7623623098102914e-10,-3.282392552065882e-08,7.241262386921307e-11,-1.0985247341860951e-10,-1.1044120902304495e-09,,,4e-05,P,702.0,716.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,3.31e-08,1.3087310934508476e-09,5.442287101396837e-09,4.761384250255841e-10,-3.264605341088236e-08,2.2333779574581572e-10,-1.3051052638908418e-10,-1.2829124313288478e-09,,,4e-05,P,716.0,730.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,3.28e-08,1.6390108669661824e-09,5.269601900633726e-09,5.724619607284555e-10,-3.236886749814328e-08,-9.082880120161316e-11,7.454463732871185e-11,-1.6347935184453863e-09,,,4e-05,P,730.0,744.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,3.2200000000000004e-08,1.920478439484554e-09,5.344325003398334e-09,5.240156481789555e-10,-3.174907239367027e-08,2.9976995073178724e-11,-6.627198055836342e-12,-1.920233031831642e-09,,,4e-05,P,744.0,758.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,3.11e-08,2.9321512740798075e-09,5.1164465880587125e-09,4.1165951809078224e-10,-3.06734822078079e-08,3.1324761814562783e-11,1.1712087040386608e-10,-2.9296437590773628e-09,,,4e-05,P,758.0,772.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,2.85e-08,4.836078918053429e-09,4.644010728343681e-09,3.1659688965879076e-10,-2.8117306605798627e-08,1.3246928451099448e-10,-6.566847520873843e-11,-4.833818246651991e-09,,,4e-05,P,772.0,786.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,2.16e-08,1.0419538604096693e-08,3.3703418797956627e-09,5.579564800452566e-10,-2.1328138225819687e-08,3.122268604606631e-11,7.314469959021318e-11,-1.0419235083203526e-08,,,4e-05,P,786.0,800.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26b,rs26,rs26,4.220000000000001e-09,2.204189602827959e-08,6.81305138283216e-10,-1.0425433624892991e-10,-4.163334521981411e-09,4.729548710723829e-10,1.470451426729516e-09,-2.198770717498861e-08,,,4e-05,P,800.0,818.0,1,0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766211:-0.00033669383,:DA-AC-ATRM,0.004730872447364637
rs26d,rs26,rs26,5.450000000000001e-08,0.0,-2.3128404424061152e-08,4.763106898493637e-08,1.290767896057622e-08,0.0,0.0,0.0,,0.0,4e-05,ZI,273.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.38e-08,1.3548588355333753e-09,-2.064823075482804e-08,4.794465540633981e-08,1.3015397983262123e-08,7.660004119115253e-10,5.529473775511304e-11,-1.1161667998784145e-09,,,4e-05,ZI,598.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.3600000000000004e-08,6.596596167475412e-09,-1.4241808343293837e-08,4.999625663922456e-08,1.3057764631730807e-08,-6.006339820784567e-09,-2.294608883330579e-09,-1.4743585135743984e-09,,,4e-05,IZ,613.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.33e-08,3.7034494982961956e-09,-1.8163994858320877e-08,4.8324525170163845e-08,1.325517098588676e-08,-2.878675108777904e-09,-1.5024610497494029e-09,-1.780836488428622e-09,,,4e-05,ZI,628.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.28e-08,2.711877700083523e-09,-1.8534644321018207e-08,4.7785165824397405e-08,1.2684040642799525e-08,1.773858816903189e-09,1.1690826260268265e-09,-1.685512198540057e-09,,,4e-05,IZ,643.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.27e-08,1.949427004909431e-09,-1.997114915607918e-08,4.704907898756817e-08,1.2838511121123385e-08,4.388777191536228e-10,1.0599561941013694e-10,-1.896422137543888e-09,,,4e-05,ZI,658.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.230000000000001e-08,2.2422004097100582e-09,-1.971181276798767e-08,4.666439635126965e-08,1.3006481098721909e-08,9.727731393241964e-10,6.650150878620076e-10,-1.9075979737956284e-09,,,4e-05,IZ,673.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.2e-08,2.8493001928321704e-09,-2.0778294861903514e-08,4.580549678004039e-08,1.3195413118409892e-08,-2.2229072866408988e-10,6.376042588233292e-11,-2.839900179392708e-09,,,4e-05,ZI,688.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.19e-08,3.1234779139741554e-09,-2.164663995704285e-08,4.5587717867641395e-08,1.211581438412149e-08,2.2284629215926417e-09,6.062998850255429e-10,-2.1029664133288343e-09,,,4e-05,IZ,695.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.18e-08,2.6706390028759894e-09,-1.985441238958481e-08,4.610142978431351e-08,1.2794548859038082e-08,8.602428320522299e-10,2.1114105156250494e-10,-2.5194670884792874e-09,,,4e-05,IZ,709.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.13e-08,2.6822870015881704e-09,-2.019244704326482e-08,4.556684669647171e-08,1.2149796893166238e-08,6.572951770998083e-10,1.2077507236682503e-11,-2.600477022176727e-09,,,4e-05,IZ,723.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.0999999999999993e-08,4.125726387886702e-09,-1.8824015836629105e-08,4.567048571210274e-08,1.2683184245407593e-08,-1.999456309985366e-09,-8.10155147144524e-10,-3.5167373131525754e-09,,,4e-05,ZI,730.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.98e-08,3.629770764569359e-09,-1.9284496717784767e-08,4.435130605359937e-08,1.1878966187413328e-08,1.6162783909095086e-09,7.326733479097061e-10,-3.166396963689831e-09,,,4e-05,ZI,744.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.89e-08,4.112082114112933e-09,-1.9067593441834493e-08,4.364399699169848e-08,1.108324893366221e-08,-2.0683839589157984e-09,-1.2517846450183956e-09,-3.326265520700876e-09,,,4e-05,IZ,751.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.77e-08,5.35365375429811e-09,-2.088604772789173e-08,4.1347346725064766e-08,1.1378045926498307e-08,1.1157743234001451e-09,2.887523609210666e-10,-5.228123779542112e-09,,,4e-05,ZI,758.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.55e-08,7.298649752154935e-09,-2.076201627083895e-08,3.9047673474517954e-08,1.0698966146167845e-08,2.7546399520438056e-09,1.9742747907228554e-09,-6.4640920468347e-09,,,4e-05,IZ,765.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.3300000000000004e-08,8.446327529574485e-09,-1.8137656413057353e-08,3.785620921636006e-08,1.062180980855215e-08,2.099466968324091e-10,-2.6998416449775685e-10,-8.439400433221392e-09,,,4e-05,ZI,772.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,3.85e-08,1.1021569693458872e-08,-1.615635216724091e-08,3.38724967208433e-08,8.595129466421629e-09,2.3367325814253695e-09,1.572994599059008e-09,-1.0655532241141566e-08,,,4e-05,IZ,779.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,3.2200000000000004e-08,1.5407033288745337e-08,-1.5210764191031305e-08,2.7440944994792987e-08,7.243423949872454e-09,2.613637616158969e-09,1.120564335110374e-09,-1.51423217751699e-08,,,4e-05,ZI,786.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,1.86e-08,2.5032352940429115e-08,-7.70990640686758e-09,1.6609571525909095e-08,3.2618211053109604e-09,1.72479686278393e-10,2.427795250635471e-09,-2.491374630024604e-08,,,4e-05,IZ,793.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,1.8e-09,4.011154628011042e-08,-8.801157243456457e-10,1.5683477751263386e-09,7.537617671255932e-11,2.9399367606704503e-09,2.2412115374780522e-09,-3.994082983200241e-08,,,4e-05,ZI,800.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.05e-10,4.088024269627539e-08,3.897565516835402e-10,-1.09555625774377e-10,-1.0601664064688626e-11,1.6138851344835992e-09,3.057824835883503e-09,-4.073376148788771e-08,,,4e-05,IZ,807.0,,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,5.0999999999999993e-08,2.4449501503642816e-09,-1.8824015836629105e-08,4.567048571210274e-08,1.2683184245407593e-08,4.201544907719351e-10,9.029921161773752e-11,-2.4068854343386838e-09,,,4e-05,P,730.0,744.0,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.98e-08,3.656721423592536e-09,-1.9284496717784767e-08,4.435130605359937e-08,1.1878966187413328e-08,-6.077381923428358e-10,-7.526492343644249e-10,-3.526440838769187e-09,,,4e-05,P,744.0,758.0,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.77e-08,5.568507368196569e-09,-2.088604772789173e-08,4.1347346725064766e-08,1.1378045926498307e-08,5.484147412738238e-10,3.8554491360588564e-10,-5.528007841963113e-09,,,4e-05,P,758.0,772.0,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,4.3300000000000004e-08,9.303426669540622e-09,-1.8137656413057353e-08,3.785620921636006e-08,1.062180980855215e-08,2.175766660444708e-09,1.2945475652745866e-09,-8.952314440191353e-09,,,4e-05,P,772.0,786.0,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26d,rs26,rs26,3.2200000000000004e-08,1.713001061797479e-08,-1.5210764191031305e-08,2.7440944994792987e-08,7.243423949872454e-09,6.162698289205345e-10,9.005204126440877e-10,-1.7095219748698833e-08,,,4e-05,P,786.0,800.0,1,0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978,:DA-AC-ATRM,0.005749254058749578
rs26e,rs26,rs26,5.28e-08,0.0,3.3734059851425314e-08,-4.321432732663832e-09,-4.0387849968493196e-08,0.0,0.0,0.0,,0.0,4e-05,ZI,273.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.21e-08,5.692433980135884e-09,3.2239467337798395e-08,-5.568722959691476e-09,-4.0546468038205694e-08,5.36906630984155e-10,2.601087553767101e-10,-5.6610846419380875e-09,,,4e-05,ZI,598.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.21e-08,6.073289845050066e-09,3.1901705751974356e-08,-4.995673803668412e-09,-4.088684890477362e-08,1.3447080126032838e-09,2.0285104229958264e-09,-5.564328833437693e-09,,,4e-05,IZ,613.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.2e-08,5.953772688801586e-09,3.205831796510845e-08,-5.825983772560287e-09,-4.052557417643666e-08,4.078022021159264e-10,-1.9125593186551837e-10,-5.936710180090933e-09,,,4e-05,ZI,628.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.17e-08,7.092753616518336e-09,3.203357685458344e-08,-4.3311095175825356e-09,-4.034825205939165e-08,7.01874650761043e-10,-9.122602888660243e-10,-6.998736100512083e-09,,,4e-05,IZ,643.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.16e-08,6.9903970962704396e-09,3.163375361105415e-08,-5.57788426271268e-09,-4.038258089358456e-08,9.979743416778436e-10,1.397663503059312e-09,-6.776151969157336e-09,,,4e-05,ZI,658.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.16e-08,6.019180527818772e-09,3.08375537786302e-08,-4.224219415455888e-09,-4.115533072738179e-08,1.3648900387939132e-09,4.4130168794893014e-10,-5.845755915934845e-09,,,4e-05,ZI,688.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.150000000000001e-08,8.178472009514758e-09,3.0632703251193505e-08,-3.6527287154345066e-09,-4.1237665603859785e-08,7.924960484237379e-10,1.2346914114168008e-09,-8.045799621058351e-09,,,4e-05,IZ,695.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.18e-08,7.06894121333144e-09,3.0791485791966005e-08,-4.3822773804044965e-09,-4.1423665309631296e-08,5.735311863077979e-10,1.36216974886686e-09,-6.912704639368019e-09,,,4e-05,ZI,702.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.16e-08,8.280309299996142e-09,3.057363885942707e-08,-4.0250959161786374e-09,-4.13716232429777e-08,8.287852667653726e-10,5.58236016738701e-10,-8.21979377081998e-09,,,4e-05,IZ,709.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.14e-08,7.961675265798028e-09,3.003234356925386e-08,-5.72897593236834e-09,-4.1318242635724966e-08,1.605472077317783e-09,2.961025724570219e-09,-7.214087544894811e-09,,,4e-05,ZI,716.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.11e-08,7.763564974101463e-09,2.9674844457294516e-08,-3.5910507587689766e-09,-4.144536115035459e-08,1.3695087670291664e-09,-1.6572877084691774e-10,-7.640020995955369e-09,,,4e-05,IZ,723.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.08e-08,7.847318052827641e-09,2.9745866439074263e-08,-2.602426100175248e-09,-4.109806331424733e-08,9.648235566503523e-10,-6.795998666960998e-10,-7.758070645975957e-09,,,4e-05,ZI,730.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.019999999999999e-08,8.679005195519741e-09,2.9469356478974207e-08,-3.253447244349531e-09,-4.050940766961885e-08,8.759949095842822e-10,1.3442795590432684e-09,-8.529400715723205e-09,,,4e-05,IZ,737.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,4.56e-08,1.2798438992005237e-08,2.6082754376827896e-08,-4.177780372027107e-09,-3.716982748522207e-08,1.9936053949744905e-09,2.9028403351972323e-09,-1.2304434003624899e-08,,,4e-05,IZ,751.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,4.21e-08,1.5614127044138107e-08,2.4699117070588403e-08,-2.29126781466933e-09,-3.4016374112107085e-08,1.2289818518028031e-09,-2.2753366615000365e-11,-1.5565668930140202e-08,,,4e-05,ZI,758.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,2.39e-08,2.9681147895308445e-08,1.3771361015719213e-08,-3.846689436483276e-10,-1.952976307020957e-08,5.271918432274336e-09,1.6161425842883137e-09,-2.9164456099400672e-08,,,4e-05,IZ,765.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,9.46e-09,3.923958981250125e-08,5.261763736340459e-09,9.372628739863772e-10,-7.805573693712672e-09,5.120595353671161e-09,3.2153844917955883e-09,-3.877094549333603e-08,,,4e-05,ZI,772.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.47e-09,4.0819812842907537e-08,4.329784191860548e-09,1.6102323069673353e-09,-5.870350992020252e-09,4.821013702081244e-09,2.4639654088764904e-09,-4.04591623971407e-08,,,4e-05,IZ,779.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.190000000000002e-09,4.147069324506975e-08,4.081689514698552e-09,1.60782025804743e-09,-5.696562535723823e-09,4.3247918593162785e-09,2.880822769327902e-09,-4.1143838345151846e-08,,,4e-05,ZI,786.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.16e-09,4.194820457447417e-08,4.0361163100501745e-09,1.509042052946502e-09,-5.718230251938617e-09,4.744390904085208e-09,2.641484692533403e-09,-4.15952543037097e-08,,,4e-05,IZ,793.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.31e-09,4.1417616712972014e-08,3.911213991682267e-09,1.6763484580525925e-09,-5.943766563253772e-09,4.677755692827026e-09,3.242600860204534e-09,-4.1024664721631596e-08,,,4e-05,ZI,800.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.020000000000002e-09,4.119323505165155e-08,3.947051210605332e-09,1.5867044131660207e-09,-5.5842238356013704e-09,4.44486073714555e-09,2.9318746166453517e-09,-4.084764299540754e-08,,,4e-05,IZ,807.0,,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.16e-08,8.708532640981626e-09,3.08375537786302e-08,-4.224219415455888e-09,-4.115533072738179e-08,7.738733642207988e-10,1.8425888846962508e-09,-8.476115087537794e-09,,,4e-05,P,688.0,702.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.18e-08,7.601230212999825e-09,3.0791485791966005e-08,-4.3822773804044965e-09,-4.1423665309631296e-08,1.051618040773511e-09,1.967403261418898e-09,-7.266507046325582e-09,,,4e-05,P,702.0,716.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.14e-08,6.902868156189147e-09,3.003234356925386e-08,-5.72897593236834e-09,-4.1318242635724966e-08,9.734313097203257e-10,-5.179263752569038e-10,-6.814233085006674e-09,,,4e-05,P,716.0,730.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,5.08e-08,6.9737807032794035e-09,2.9745866439074263e-08,-2.602426100175248e-09,-4.109806331424733e-08,1.8459735571135787e-10,7.633351676494843e-10,-6.92941992778083e-09,,,4e-05,P,730.0,737.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,4.21e-08,1.6141854134595203e-08,2.4699117070588403e-08,-2.29126781466933e-09,-3.4016374112107085e-08,2.329738271187857e-09,7.040779573936515e-10,-1.595731959698192e-08,,,4e-05,P,758.0,772.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,9.46e-09,3.960333103231515e-08,5.261763736340459e-09,9.372628739863772e-10,-7.805573693712672e-09,4.780334568308737e-09,3.2641187094301957e-09,-3.917802648578558e-08,,,4e-05,P,772.0,786.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.190000000000002e-09,4.0735057366546006e-08,4.081689514698552e-09,1.60782025804743e-09,-5.696562535723823e-09,4.439269506296415e-09,2.876482943263895e-09,-4.039014274279521e-08,,,4e-05,P,786.0,800.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs26e,rs26,rs26,7.31e-09,4.2299008028569835e-08,3.911213991682267e-09,1.6763484580525925e-09,-5.943766563253772e-09,5.784798810030251e-09,4.241774866619914e-09,-4.16863230437682e-08,,,4e-05,P,800.0,818.0,1,0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142,:DA-AC-ATRM,0.01371487409380304
rs27b,rs27,rs27,6.929999999999999e-08,0.0,4.165745744956443e-09,7.484367921169055e-09,-6.876860329546436e-08,0.0,0.0,0.0,,0.0,4e-05,ZI,273.0,,1,0.32518032:0.3472922:0.32752746:-0.006572362:-0.012320141:-0.0021353287,:DA-AC-ATRM,0.005768375745093863
rs27b,rs27,rs27,6.64e-08,1.552380837991018e-09,4.324045685817838e-09,6.839963906779878e-09,-6.590506446898377e-08,4.3408161435980814e-10,-6.983356052761676e-11,-1.488819227461989e-09,,,4e-05,ZI,598.0,,1,0.32518032:0.3472922:0.32752746:-0.006572362:-0.012320141:-0.0021353287,:DA-AC-ATRM,0.005768375745093863
