tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_corr_aniso	int_k	int_k_max	int_k_min	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	result_type	sample	size	software_packages	specimen
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6B7A
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6C2
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6D1
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6E13
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6G1
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6K1
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6L2
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6M1
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6O3
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6P3
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6Q2
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6R4
														This study															Kelvin		g		MSH		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	M6U2
														This study	Magnetite.														Kelvin				Synthetic60	0.023 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	MGH1
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2352-2		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2352-2b
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2352-2		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2352-2e
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2352-2		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2352-2g
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2358-4		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2358-4f
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2372-2		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2372-2e
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2372-2		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2372-2g
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2372-2		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2372-2h
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2372-3		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2372-3d
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2372-3		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2372-3e
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2372-3		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2372-3f
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2392-4		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2392-4c
														10.1029/93jb01160:This study			Extrusive:Igneous:Submarine	Glassy Margin								Submarine Basaltic Glass			Kelvin				SBG_2392-4		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SBG_2392-4e
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-01A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-02A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-03A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-04A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-05A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-06A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-07A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-08A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-09A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-10A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-11A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-12A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-13A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-14A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-15A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-16A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-17A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-18A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				SW01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	SW01-19A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-00A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-01A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-02A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-04A-1
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-05A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-06A-3
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-07A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-08A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-10A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-11A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-12A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-13A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-14A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-15A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-16A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-17A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-18A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-19A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-20A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-21A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-22A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-23A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-24A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-25A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-26A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-27A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS01		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS01-28A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-01A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-02A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-03A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-04A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-05A-3
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-06A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-07A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-08A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-09A-3
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-10A-3
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-11A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-12A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-13A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-14A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-15A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-16A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-17A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-18A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-19A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-20A-3
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-21A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-22A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-23A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-24A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-25A-2
														10.1016/j.pepi.2008.03.006:This study			Extrusive:Igneous	Lava flow								Andesite			Kelvin				TS02		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	TS02-26A-2
														This study	Magnetite.														Kelvin				Synthetic60	0.7 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	W1
														This study	Magnetite.														Kelvin				Synthetic60	0.5 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	W2
														This study	Magnetite.														Kelvin				Synthetic60	0.5 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	W3
														This study	Magnetite.														Kelvin				Synthetic60	5.7 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	W4
														This study	Magnetite.														Kelvin				Synthetic60	8.3 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	W5
														This study	Magnetite.														Kelvin				Synthetic60	12.1 microns	pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	W6
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	cr405g1-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	cr418f-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	cr423c-CZb
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108a1
	25.550328	45.119048	0.153775	g	9.17556	0.6890302:0.13718441:0.1737854:0.16041374:-0.032933183:-0.18490373	9.0	0.069941	-1.0	AARM	0.789192:14.7:-16.9	0.124797:74.9:58.5	0.086010:293.1:25.7	This study	Critical F: 2.6848	hw108a1:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	g		hw108a		pmagpy-4.2.69	hw108a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108a3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108a4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108a5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108b1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108b2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108b3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108b4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108b		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108b5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c1
	0.600776	0.159618	0.645809	b	1.109048	0.34136745:0.3396644:0.3189682:-0.0036405984:0.009787763:-0.006334905	9.0	0.020142	-1.0	AARM	0.348551:314.6:-21.1	0.337170:222.3:-5.9	0.314279:297.3:68.0	This study	Critical F: 2.6848	hw108c1:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw108c		pmagpy-4.2.69	hw108c1
	2.570336	3.182081	0.445998	b	1.182966	0.34672946:0.33506054:0.31821:0.020241126:0.002158469:0.015367816	9.0	0.016324	-1.0	AARM	0.365926:214.2:-16.3	0.324746:293.5:32.5	0.309329:146.8:52.7	This study	Critical F: 2.6848	hw108c10:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw108c		pmagpy-4.2.69	hw108c10
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c10
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c11
	1.287479	0.250096	1.542766	b	1.137863	0.35149816:0.3344875:0.31401438:0.00026327136:0.0111759985:-0.0019784935	9.0	0.017291	-1.0	AARM	0.351610:358.7:-3.4	0.339381:87.2:23.6	0.309009:96.4:-66.2	This study	Critical F: 2.6848	hw108c11:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw108c		pmagpy-4.2.69	hw108c11
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c12
2.14	0.8398770000000001	0.089488	1.162714			0.332309 : 0.320656 : 0.347034 : -0.035385 : -0.000514 : 0.001590	6.0	0.036902		ATRM	0.362499 : 139.7 : -5.7	0.346887 : 133.2 : 84.3	0.290614 : 229.7 : 0.6		Critical F: 3.1059	hw108c12:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c12
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c13
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c3
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c5
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c7
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c8
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c9
2.77	0.491034	0.244919	0.373323			0.334542 : 0.330295 : 0.335163 : 0.000069 : 0.010721 : -0.003689	6.0	0.014863		ATRM	0.344549 : 295.8 : -50.2	0.334147 : 18.4 : 6.1	0.321304 : 103.4 : -39.2		Critical F: 3.1059	hw108c9:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw108c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw108c9
	0.53111	0.539924	0.160998	b	1.069817	0.3403104:0.3346408:0.3250488:-0.0070707616:0.0044493093:-0.0012702771	9.0	0.014043	-1.0	AARM	0.345718:324.0:-10.0	0.331125:229.7:-23.0	0.323156:255.9:64.7	This study	Critical F: 2.6848	hw123a1:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw123a		pmagpy-4.2.69	hw123a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a1
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a10
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a11
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a12
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw123a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw123a3
	0.20603	0.141388	0.116444	b	1.051764	0.33386737:0.3301509:0.33598167:0.004131449:-0.0012582106:0.006593227	9.0	0.016588	-1.0	AARM	0.341882:193.4:-46.1	0.333061:243.7:31.6	0.325056:135.3:27.0	This study	Critical F: 2.6848	hw123a3:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw123a		pmagpy-4.2.69	hw123a3
	0.245832	0.004039	0.415907	b	1.053809	0.3245247:0.3362471:0.3392282:0.005022276:-0.0006812692:0.0024415099	9.0	0.017309	-1.0	AARM	0.339633:22.1:78.6	0.338077:71.0:-7.6	0.322290:159.8:8.5	This study	Critical F: 2.6848	hw123a4:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw123a		pmagpy-4.2.69	hw123a4
