tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_ftest_quality	aniso_p	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	experiments	geologic_classes	geologic_types	int_abs	int_abs_max	int_abs_min	int_corr_aniso	int_k	int_k_max	int_k_min	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	result_type	sample	size	software_packages	specimen
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e2
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e3
	1.098446	1.631625	0.075937	b	1.156987	0.35811976:0.3182785:0.32360178:-0.0013374878:0.0051150364:-0.013995361	9.0	0.022445	-1.0	AARM	0.363279:355.9:-19.8	0.322734:246.9:-42.1	0.313987:284.4:41.3	This study	Critical F: 2.6848	hw241e3:LP-AN-ARM													Kelvin	:LP-AN-ARM:AE-H	b		hw241e		pmagpy-4.2.69	hw241e3
1.26	3.113787	3.83197	0.5520689999999999			0.350748 : 0.325377 : 0.323874 : -0.009312 : 0.005333 : -0.000541	6.0	0.009394		ATRM	0.353960 : 341.2 : -4.2	0.327955 : 246.3 : -48.8	0.318084 : 254.9 : 40.9		Critical F: 3.1059	hw241e4:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	g		hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e4
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e5
3.92	1.444231	0.004663	2.593306			0.327632 : 0.334207 : 0.338161 : -0.011783 : -0.005627 : -0.008114	6.0	0.012107		ATRM	0.343304 : 135.3 : 19.5	0.342134 : 261.9 : 59.4	0.314562 : 216.8 : -22.7		Critical F: 3.1059	hw241e5:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e5
8.64	2.6714830000000003	1.210001	2.176329			0.329998 : 0.326163 : 0.343839 : -0.014959 : -0.022091 : -0.002680	6.0	0.01553		ATRM	0.360240 : 290.8 : 50.2	0.336080 : 162.8 : 27.2	0.303680 : 237.8 : -26.6		Critical F: 3.1059	hw241e6:LP-AN-TRM													Kelvin	LP-AN-TRM:AE-H	b		hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e6
														10.1029/2005GC001141:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				hw241e		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	hw241e6
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	jm009c1-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	jm009d1-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	jm009f2-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	jm009i2-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	jm011d1-CZb
														10.1111/j.1365-246X.2012.05412.x:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				kf		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	kf011
														10.1111/j.1365-246X.2012.05412.x:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				kf		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	kf031
														10.1111/j.1365-246X.2012.05412.x:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				kf		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	kf072
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc109d-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc109e-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc111d-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc111e-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc117a-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc117b-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc117d-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc117e-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc120b-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc120c-SZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	mc167d2-SZb
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1ay		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1ay
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1c-stub1		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1c-stub1
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1cy_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1cy_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1cz_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1cz_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1e_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1e_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1fx_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1fx_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1fy_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1fy_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1ga_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1ga_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1gb_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1gb_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1gc_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1gc_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1h_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1h_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1hb_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1hb_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1ka_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1ka_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1kb_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1kb_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1kc_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1kc_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1kd_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1kd_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1l_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1l_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1my		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1my
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1na_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1na_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1nb		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1nb
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p1o_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p1o_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2aa_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2aa_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2ab_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2ab_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2ac_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2ac_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2ad		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2ad
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2b_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2b_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2d		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2d
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2ey_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2ey_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2kx_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2kx_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2na_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2na_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2nb_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2nb_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2o_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2o_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2q		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2q
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2qc		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2qc
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2rl_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2rl_u
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				p2s_u		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	p2s_u
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs61		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs61a
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs61		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs61c
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs61		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs61e
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs61		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs61f
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs61		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs61h
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs61		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs61i
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs62		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs62a
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs62		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs62b
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs62		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs62e
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs62		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs62f
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs62		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs62g
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs62		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs62h
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs63		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs63a
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs63		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs63f
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs63		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs63g
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs63		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs63i
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs63		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs63j
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs78		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs78a
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs78		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs78e
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs78		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs78f
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs78		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs78g
														10.1016/j.epsl.2011.08.024:This study			Synthetic	Slag								Not Specified			Kelvin				remag-rs78		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	remag-rs78i
0.0	7.458539	6.177262	3.295533	g	1.368727	0.3533106:0.36204824:0.28464115:-0.030255325:-0.0012594276:-0.006658432	6.0	0.017201	-1.0	ATRM	0.388361:311.1:-1.9	0.327900:221.3:7.7	0.283739:27.3:82.1	This study	Critical F: 3.1059	rs25a:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	g		rs25		pmagpy-4.2.69	rs25a
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs25		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs25a
0.0	0.464328	0.288518	0.291783	b	1.043841	0.33307847:0.32798597:0.33893552:0.0012304381:0.004222797:-0.0013244913	6.0	0.009386	-1.0	ATRM	0.340477:111.0:70.8	0.333347:14.6:2.2	0.326177:103.9:-19.1	This study	Critical F: 3.1059	rs25b:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs25		pmagpy-4.2.69	rs25b
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs25		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs25b
0.0	9.466417	1.714989	11.578517	g	1.29141	0.31828287:0.32628465:0.35543254:0.023126105:-0.018281102:0.024367886	6.0	0.012487	-1.0	ATRM	0.368781:329.6:66.2	0.345655:232.1:3.3	0.285565:320.6:-23.5	This study	Critical F: 3.1059	rs25c:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	g		rs25		pmagpy-4.2.69	rs25c
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs25		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs25c
0.0	1.206618	1.34595	0.290818	b	1.202563	0.3163601:0.34316683:0.34047312:0.019477207:-0.018121889:-0.008848608	6.0	0.0258	-1.0	ATRM	0.368112:242.7:36.1	0.325782:59.9:53.9	0.306106:151.7:1.3	This study	Critical F: 3.1059	rs25d:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs25		pmagpy-4.2.69	rs25d
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs25		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs25d
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs25		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs25e
0.0	1.689563	0.178724	2.342166	b	1.160306	0.33127663:0.33091205:0.3378113:0.021999212:-0.009314966:0.00854376	6.0	0.017662	-1.0	ATRM	0.353115:225.5:2.4	0.342556:321.8:69.2	0.304329:314.5:-20.7	This study	Critical F: 3.1059	rs25e:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs25		pmagpy-4.2.69	rs25e
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs26		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs26a
0.0	1.050814	0.043429	1.65866	b	1.056036	0.33545765:0.32482955:0.33971283:0.0056758993:0.001548441:-0.0014894562	6.0	0.008531	-1.0	ATRM	0.340188:184.6:70.7	0.337674:25.9:18.0	0.322137:113.8:-6.5	This study	Critical F: 3.1059	rs26a:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs26		pmagpy-4.2.69	rs26a
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs26		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs26b
0.0	1.497568	1.223286	0.675536	b	1.130108	0.32994887:0.3373003:0.33275086:0.0155948615:-0.012766209:-0.00033669383	6.0	0.01498	-1.0	ATRM	0.354758:237.5:26.5	0.331327:6.6:51.7	0.313915:133.8:25.5	This study	Critical F: 3.1059	rs26b:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs26		pmagpy-4.2.69	rs26b
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs26		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs26c
0.0	1.185851	0.372378	1.186403	b	1.243802	0.30667198:0.3539205:0.33940756:0.026510015:0.0017454261:-0.0052762446	6.0	0.029835	-1.0	ATRM	0.365818:65.8:-1.2	0.340070:145.6:82.9	0.294112:155.9:-7.0	This study	Critical F: 3.1059	rs26c:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs26		pmagpy-4.2.69	rs26c
0.0	6.012831	3.038006	4.5272	g	1.242962	0.32922265:0.3309213:0.33985597:-0.0067064785:-0.029773979:-0.018291978	6.0	0.013145	-1.0	ATRM	0.368119:245.1:50.8	0.335717:327.7:-6.0	0.296163:53.0:38.5	This study	Critical F: 3.1059	rs26d:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	g		rs26		pmagpy-4.2.69	rs26d
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs26		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs26d
0.0	1.645859	0.649166	1.462446	b	1.565534	0.3636011:0.2870169:0.34938198:0.03602306:-0.04634811:-0.014438142	6.0	0.050822	-1.0	ATRM	0.400911:214.2:36.4	0.343003:170.1:-44.3	0.256086:105.3:23.7	This study	Critical F: 3.1059	rs26e:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs26		pmagpy-4.2.69	rs26e
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs26		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs26e
0.0	1.547098	1.673532	0.404427	b	1.082469	0.32888263:0.33550128:0.33561605:0.0071361335:0.0053990614:0.009365299	6.0	0.009718	-1.0	ATRM	0.348100:47.5:39.6	0.330320:277.6:37.8	0.321580:343.4:-27.9	This study	Critical F: 3.1059	rs27a:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs27		pmagpy-4.2.69	rs27a
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27a
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27b
0.0	0.344494	0.42736	0.059332	b	1.113265	0.32518032:0.3472922:0.32752746:-0.006572362:-0.012320141:-0.0021353292	6.0	0.028389	-1.0	ATRM	0.354091:101.0:-23.7	0.327844:351.3:-37.5	0.318065:35.3:43.1	This study	Critical F: 3.1059	rs27b:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs27		pmagpy-4.2.69	rs27b
0.0	2.645385	1.24242	2.1018	b	1.160462	0.31230208:0.35136327:0.33633462:0.014357713:-0.004184573:-0.0007687569	6.0	0.013609	-1.0	ATRM	0.356936:72.0:-11.6	0.335483:66.1:78.4	0.307581:161.7:1.2	This study	Critical F: 3.1059	rs27c:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	b		rs27		pmagpy-4.2.69	rs27c
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27c
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27d
0.0	19.70016	4.785153	21.912807	g	1.477066	0.372608:0.2849052:0.34248683:-0.03455518:-0.030369375:0.0025546206	6.0	0.012917	-1.0	ATRM	0.388477:336.5:17.4	0.348517:208.0:63.3	0.263006:73.0:19.6	This study	Critical F: 3.1059	rs27d:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	g		rs27		pmagpy-4.2.69	rs27d
0.0	3.81003	0.335142	5.456472	g	1.167648	0.34152427:0.3242478:0.33422795:-0.01815103:-0.016351739:-0.007101778	6.0	0.012317	-1.0	ATRM	0.353619:322.0:13.0	0.343535:211.0:57.3	0.302847:59.5:29.4	This study	Critical F: 3.1059	rs27e:LP-AN-TRM													Kelvin	:LP-AN-TRM:AE-H	g		rs27		pmagpy-4.2.69	rs27e
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27e
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27f
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27g
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27h
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27i
														10.1016/j.epsl.2009.12.022:This study			Synthetic	Slag								Not Specified			Kelvin				rs27		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	rs27j
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	sc02e1-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	sc03f-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	sc03h-CZb
														This study															Kelvin		g		FreshTRM		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	sc06d-CZb
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1a		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1a
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1c		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1c
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1dy		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1dy
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1f		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1f
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1g		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1g
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1hx		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1hx
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1i		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1i
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1kx		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1kx
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1mx		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1mx
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1my		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1my
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1nx		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1nx
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1o		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1o
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1q		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1q
														10.1029/2010JB007844:This study			Extrusive:Igneous	Lava flow								Basalt			Kelvin				vm1ry		pmagpy-4.2.69: thellier_gui.pmagpy-4.2.69	vm1ry
