tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	number	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Bowles	10.1029/2005GC001141			132.6	60.5	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.28e-07		273.0	33	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	758		AL2852-2d	u			2.5e-05	0.0	90.0		673.0
Bowles	10.1029/2005GC001141			138.0	68.8	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3e-07		273.0	34	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	759		AL2852-2d	u			2.5e-05	0.0	90.0		723.0
Bowles	10.1029/2005GC001141			135.2	-18.0	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.12e-07		273.0	35	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	760		AL2852-2d	u			2.5e-05	0.0	90.0		723.0
Bowles	10.1029/2005GC001141			134.0	-16.2	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.0199999999999996e-08		273.0	36	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	761		AL2852-2d	u			0.0	0.0	0.0		748.0
Bowles	10.1029/2005GC001141			139.2	83.5	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.61e-07		273.0	37	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	762		AL2852-2d	u			2.5e-05	0.0	90.0		748.0
Bowles	10.1029/2005GC001141			129.9	-12.7	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.7e-08		273.0	38	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	763		AL2852-2d	u			0.0	0.0	0.0		773.0
Bowles	10.1029/2005GC001141			133.4	86.1	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.19e-07		273.0	39	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	764		AL2852-2d	u			2.5e-05	0.0	90.0		723.0
Bowles	10.1029/2005GC001141			138.2	87.1	AL2852-2d:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.86e-07		273.0	40	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	765		AL2852-2d	u			2.5e-05	0.0	90.0		773.0
Bowles	10.1029/2005GC001141			24.4	5.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.47e-07		273.0	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	766		AL2852-2e	u			0.0	0.0	0.0		273.0
Bowles	10.1029/2005GC001141			25.5	4.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.42e-07		273.0	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	767		AL2852-2e	u			0.0	0.0	0.0		373.0
Bowles	10.1029/2005GC001141			26.9	6.1	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.4e-07		273.0	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	768		AL2852-2e	u			2.5e-05	0.0	90.0		373.0
Bowles	10.1029/2005GC001141			23.3	4.1	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.36e-07		273.0	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	769		AL2852-2e	u			0.0	0.0	0.0		423.0
Bowles	10.1029/2005GC001141			24.3	6.6	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.36e-07		273.0	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	770		AL2852-2e	u			2.5e-05	0.0	90.0		423.0
Bowles	10.1029/2005GC001141			23.1	3.9	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.3e-07		273.0	5	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	771		AL2852-2e	u			0.0	0.0	0.0		473.0
Bowles	10.1029/2005GC001141			25.5	5.3	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.3e-07		273.0	6	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	772		AL2852-2e	u			2.5e-05	0.0	90.0		373.0
Bowles	10.1029/2005GC001141			25.0	9.7	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.3e-07		273.0	7	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	773		AL2852-2e	u			2.5e-05	0.0	90.0		473.0
Bowles	10.1029/2005GC001141			24.8	3.3	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.25e-07		273.0	8	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	774		AL2852-2e	u			0.0	0.0	0.0		498.0
Bowles	10.1029/2005GC001141			24.2	10.1	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.23e-07		273.0	9	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	775		AL2852-2e	u			2.5e-05	0.0	90.0		498.0
Bowles	10.1029/2005GC001141			24.4	3.3	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.1800000000000001e-07		273.0	10	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	776		AL2852-2e	u			0.0	0.0	0.0		523.0
Bowles	10.1029/2005GC001141			25.2	9.4	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.1800000000000001e-07		273.0	11	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	777		AL2852-2e	u			2.5e-05	0.0	90.0		473.0
Bowles	10.1029/2005GC001141			24.6	12.6	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.1900000000000001e-07		273.0	12	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	778		AL2852-2e	u			2.5e-05	0.0	90.0		523.0
Bowles	10.1029/2005GC001141			24.2	4.8	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.1599999999999999e-07		273.0	13	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	779		AL2852-2e	u			2.5e-05	0.0	90.0		523.0
Bowles	10.1029/2005GC001141			26.8	4.0	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.08e-07		273.0	14	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	780		AL2852-2e	u			0.0	0.0	0.0		548.0
Bowles	10.1029/2005GC001141			24.6	15.5	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.12e-07		273.0	15	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	781		AL2852-2e	u			2.5e-05	0.0	90.0		548.0
Bowles	10.1029/2005GC001141			26.8	5.6	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.679999999999999e-08		273.0	16	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	782		AL2852-2e	u			0.0	0.0	0.0		573.0
Bowles	10.1029/2005GC001141			24.5	14.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.980000000000001e-08		273.0	17	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	783		AL2852-2e	u			2.5e-05	0.0	90.0		523.0
Bowles	10.1029/2005GC001141			26.0	19.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.0099999999999999e-07		273.0	18	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	784		AL2852-2e	u			2.5e-05	0.0	90.0		573.0
Bowles	10.1029/2005GC001141			28.4	2.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.25e-08		273.0	19	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	785		AL2852-2e	u			0.0	0.0	0.0		598.0
Bowles	10.1029/2005GC001141			24.5	30.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.140000000000001e-08		273.0	20	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	786		AL2852-2e	u			2.5e-05	0.0	90.0		598.0
Bowles	10.1029/2005GC001141			25.3	5.1	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.53e-08		273.0	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	787		AL2852-2e	u			0.0	0.0	0.0		623.0
Bowles	10.1029/2005GC001141			28.6	25.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.14e-08		273.0	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	788		AL2852-2e	u			2.5e-05	0.0	90.0		573.0
Bowles	10.1029/2005GC001141			26.6	36.5	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.22e-08		273.0	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	789		AL2852-2e	u			2.5e-05	0.0	90.0		623.0
Bowles	10.1029/2005GC001141			25.6	6.6	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.42e-08		273.0	24	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	790		AL2852-2e	u			2.5e-05	0.0	90.0		623.0
Bowles	10.1029/2005GC001141			25.2	4.0	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.03e-08		273.0	25	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	791		AL2852-2e	u			0.0	0.0	0.0		648.0
Bowles	10.1029/2005GC001141			26.7	41.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.99e-08		273.0	26	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	792		AL2852-2e	u			2.5e-05	0.0	90.0		648.0
Bowles	10.1029/2005GC001141			26.1	5.3	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		6.06e-08		273.0	27	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	793		AL2852-2e	u			0.0	0.0	0.0		673.0
Bowles	10.1029/2005GC001141			25.3	40.4	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		7.780000000000001e-08		273.0	28	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	794		AL2852-2e	u			2.5e-05	0.0	90.0		623.0
Bowles	10.1029/2005GC001141			26.4	45.8	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.470000000000001e-08		273.0	29	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	795		AL2852-2e	u			2.5e-05	0.0	90.0		673.0
Bowles	10.1029/2005GC001141			25.0	4.8	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.7800000000000005e-08		273.0	30	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	796		AL2852-2e	u			0.0	0.0	0.0		698.0
Bowles	10.1029/2005GC001141			26.0	57.0	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.43e-08		273.0	31	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	797		AL2852-2e	u			2.5e-05	0.0	90.0		698.0
Bowles	10.1029/2005GC001141			27.2	7.4	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.03e-08		273.0	32	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	798		AL2852-2e	u			0.0	0.0	0.0		723.0
Bowles	10.1029/2005GC001141			22.7	66.9	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		6.99e-08		273.0	33	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	799		AL2852-2e	u			2.5e-05	0.0	90.0		673.0
Bowles	10.1029/2005GC001141			30.7	71.7	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		8.91e-08		273.0	34	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	800		AL2852-2e	u			2.5e-05	0.0	90.0		723.0
Bowles	10.1029/2005GC001141			32.7	13.8	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.06e-08		273.0	35	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	801		AL2852-2e	u			2.5e-05	0.0	90.0		723.0
Bowles	10.1029/2005GC001141			43.1	26.0	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.1499999999999999e-08		273.0	36	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	802		AL2852-2e	u			0.0	0.0	0.0		748.0
Bowles	10.1029/2005GC001141			68.9	85.2	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.0699999999999999e-07		273.0	37	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	803		AL2852-2e	u			2.5e-05	0.0	90.0		748.0
Bowles	10.1029/2005GC001141			70.4	28.4	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.64e-09		273.0	38	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	804		AL2852-2e	u			0.0	0.0	0.0		773.0
Bowles	10.1029/2005GC001141			122.8	88.4	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		9.53e-08		273.0	39	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	805		AL2852-2e	u			2.5e-05	0.0	90.0		723.0
Bowles	10.1029/2005GC001141			87.0	87.5	AL2852-2e:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		1.1800000000000001e-07		273.0	40	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	806		AL2852-2e	u			2.5e-05	0.0	90.0		773.0
Bowles	10.1029/2005GC001141			249.1	-12.7	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		5.25e-07		273.0	0	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	807		AL2852-2f	u			0.0	0.0	0.0		273.0
Bowles	10.1029/2005GC001141			251.8	-12.6	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		5.23e-07		273.0	1	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	808		AL2852-2f	u			0.0	0.0	0.0		373.0
Bowles	10.1029/2005GC001141			251.9	-12.1	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		5.2e-07		273.0	2	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	809		AL2852-2f	u			2.5e-05	0.0	90.0		373.0
Bowles	10.1029/2005GC001141			250.0	-12.7	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		5.110000000000001e-07		273.0	3	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	810		AL2852-2f	u			0.0	0.0	0.0		423.0
Bowles	10.1029/2005GC001141			251.8	-11.3	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		5.02e-07		273.0	4	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	811		AL2852-2f	u			2.5e-05	0.0	90.0		423.0
Bowles	10.1029/2005GC001141			252.4	-13.4	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.83e-07		273.0	5	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	812		AL2852-2f	u			0.0	0.0	0.0		473.0
Bowles	10.1029/2005GC001141			251.1	-12.5	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.839999999999999e-07		273.0	6	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	813		AL2852-2f	u			2.5e-05	0.0	90.0		373.0
Bowles	10.1029/2005GC001141			253.6	-9.5	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.79e-07		273.0	7	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	814		AL2852-2f	u			2.5e-05	0.0	90.0		473.0
Bowles	10.1029/2005GC001141			253.7	-13.6	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.69e-07		273.0	8	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	815		AL2852-2f	u			0.0	0.0	0.0		498.0
Bowles	10.1029/2005GC001141			252.8	-8.4	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.6e-07		273.0	9	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	816		AL2852-2f	u			2.5e-05	0.0	90.0		498.0
Bowles	10.1029/2005GC001141			252.3	-13.8	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.47e-07		273.0	10	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	817		AL2852-2f	u			0.0	0.0	0.0		523.0
Bowles	10.1029/2005GC001141			251.4	-9.6	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.4e-07		273.0	11	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	818		AL2852-2f	u			2.5e-05	0.0	90.0		473.0
Bowles	10.1029/2005GC001141			252.5	-6.7	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.35e-07		273.0	12	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	819		AL2852-2f	u			2.5e-05	0.0	90.0		523.0
Bowles	10.1029/2005GC001141			249.8	-13.6	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.44e-07		273.0	13	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	820		AL2852-2f	u			2.5e-05	0.0	90.0		523.0
Bowles	10.1029/2005GC001141			251.6	-14.0	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.2e-07		273.0	14	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	821		AL2852-2f	u			0.0	0.0	0.0		548.0
Bowles	10.1029/2005GC001141			252.6	-3.5	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		4.06e-07		273.0	15	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	822		AL2852-2f	u			2.5e-05	0.0	90.0		548.0
Bowles	10.1029/2005GC001141			250.9	-14.0	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.79e-07		273.0	16	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	823		AL2852-2f	u			0.0	0.0	0.0		573.0
Bowles	10.1029/2005GC001141			253.3	-5.5	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.7e-07		273.0	17	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	824		AL2852-2f	u			2.5e-05	0.0	90.0		523.0
Bowles	10.1029/2005GC001141			250.8	1.2	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.64e-07		273.0	18	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	825		AL2852-2f	u			2.5e-05	0.0	90.0		573.0
Bowles	10.1029/2005GC001141			251.8	-14.3	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.33e-07		273.0	19	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	826		AL2852-2f	u			0.0	0.0	0.0		598.0
Bowles	10.1029/2005GC001141			252.2	8.8	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3.2600000000000003e-07		273.0	20	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	827		AL2852-2f	u			2.5e-05	0.0	90.0		598.0
Bowles	10.1029/2005GC001141			252.3	-13.9	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3e-07		273.0	21	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	828		AL2852-2f	u			0.0	0.0	0.0		623.0
Bowles	10.1029/2005GC001141			251.8	6.0	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.9e-07		273.0	22	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	829		AL2852-2f	u			2.5e-05	0.0	90.0		573.0
Bowles	10.1029/2005GC001141			249.0	15.5	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		3e-07		273.0	23	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	830		AL2852-2f	u			2.5e-05	0.0	90.0		623.0
Bowles	10.1029/2005GC001141			252.0	-14.1	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.96e-07		273.0	24	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	831		AL2852-2f	u			2.5e-05	0.0	90.0		623.0
Bowles	10.1029/2005GC001141			251.1	-14.4	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.69e-07		273.0	25	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	832		AL2852-2f	u			0.0	0.0	0.0		648.0
Bowles	10.1029/2005GC001141			250.9	23.5	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.8300000000000003e-07		273.0	26	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	833		AL2852-2f	u			2.5e-05	0.0	90.0		648.0
Bowles	10.1029/2005GC001141			249.5	-14.3	AL2852-2f:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		2.28e-07		273.0	27	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD		g	834		AL2852-2f	u			0.0	0.0	0.0		673.0
